AmbulanceR;BikeInjury;CrashID;CrashYear;SpeedLimit;TraffCntrl;Weather
Yes;A: Suspected Serious Injury;102462940;2008;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102463497;2008;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102463517;2008;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102463542;2008;30 - 35  MPH;No Control Present;Cloudy
Yes;C: Possible Injury;102463693;2008;5 - 15 MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102464110;2008;40 - 45  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102464538;2008;20 - 25  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;102464839;2008;20 - 25  MPH;Stop And Go Signal;Cloudy
No;O: No Injury;102465070;2008;40 - 45  MPH;Missing;Rain
No;C: Possible Injury;102465642;2008;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;102466223;2008;30 - 35  MPH;No Control Present;Cloudy
No;C: Possible Injury;102467685;2008;30 - 35  MPH;Missing;Clear
No;B: Suspected Minor Injury;102467934;2008;30 - 35  MPH;Stop And Go Signal;Rain
Yes;C: Possible Injury;102468389;2008;5 - 15 MPH;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;102469168;2008;30 - 35  MPH;Double Yellow Line; No Passing Zone
No;C: Possible Injury;102470181;2008;40 - 45  MPH;No Control Present;Clear
No;C: Possible Injury;102470277;2008;30 - 35  MPH;Missing;Clear
Yes;B: Suspected Minor Injury;102470918;2008;20 - 25  MPH;Stop Sign;Cloudy
Yes;Unknown Injury;102471031;2008;Unknown;Missing;Cloudy
Yes;C: Possible Injury;102471662;2008;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;102471825;2008;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102472398;2008;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102473035;2008;40 - 45  MPH;No Control Present;Clear
No;C: Possible Injury;102473059;2008;Unknown;No Control Present;Cloudy
No;B: Suspected Minor Injury;102473839;2008;40 - 45  MPH;Missing;Cloudy
Yes;O: No Injury;102474810;2008;Unknown;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102475327;2008;40 - 45  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102476488;2008;Unknown;No Control Present;Clear
Yes;C: Possible Injury;102477144;2008;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102477479;2008;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102478326;2008;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102479059;2008;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102479421;2008;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102479855;2008;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;102480290;2008;50 - 55  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;102480689;2008;30 - 35  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;102480730;2008;30 - 35  MPH;Stop And Go Signal;Cloudy
No;O: No Injury;102480737;2008;40 - 45  MPH;Stop And Go Signal;Clear
Yes;K: Killed;102480885;2008;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102480925;2008;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;102480930;2008;20 - 25  MPH;Missing;Clear
No;O: No Injury;102481024;2008;40 - 45  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;102481025;2008;40 - 45  MPH;Stop Sign;Clear
Yes;K: Killed;102481209;2008;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;C: Possible Injury;102481738;2008;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102481880;2008;20 - 25  MPH;Missing;Clear
Yes;C: Possible Injury;102482015;2008;30 - 35  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;102482023;2008;30 - 35  MPH;Missing;Clear
No;C: Possible Injury;102482151;2008;Unknown;No Control Present;Clear
Yes;B: Suspected Minor Injury;102482257;2008;40 - 45  MPH;Stop Sign;Clear
No;O: No Injury;102482384;2008;30 - 35  MPH;Missing;Clear
Yes;B: Suspected Minor Injury;102482798;2008;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;102482808;2008;5 - 15 MPH;No Control Present;Cloudy
Yes;C: Possible Injury;102483788;2008;20 - 25  MPH;No Control Present;Cloudy
Yes;O: No Injury;102485123;2008;50 - 55  MPH;No Control Present;Clear
Yes;C: Possible Injury;102485647;2008;20 - 25  MPH;Stop And Go Signal;Rain
Yes;K: Killed;102486524;2008;40 - 45  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;102486798;2008;50 - 55  MPH;Missing;Cloudy
No;C: Possible Injury;102486831;2009;30 - 35  MPH;Stop Sign;Cloudy
No;C: Possible Injury;102488691;2008;30 - 35  MPH;No Control Present;Clear
Yes;O: No Injury;102488937;2008;Unknown;No Control Present;Clear
Yes;C: Possible Injury;102489041;2008;40 - 45  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;102489104;2008;40 - 45  MPH;Stop Sign;Cloudy
No;C: Possible Injury;102489845;2008;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102489919;2008;50 - 55  MPH;No Control Present;Clear
No;C: Possible Injury;102490195;2008;30 - 35  MPH;Missing;Cloudy
Yes;B: Suspected Minor Injury;102490274;2008;Unknown;No Control Present;Clear
Yes;B: Suspected Minor Injury;102490306;2008;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102490543;2008;30 - 35  MPH;Other;Clear
Yes;C: Possible Injury;102491084;2009;40 - 45  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;102491184;2009;5 - 15 MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102491968;2008;30 - 35  MPH;Missing;Cloudy
Yes;C: Possible Injury;102492006;2008;50 - 55  MPH;Missing;Clear
Yes;O: No Injury;102492045;2008;30 - 35  MPH;Stop And Go Signal;Cloudy
No;C: Possible Injury;102492334;2008;20 - 25  MPH;Missing;Clear
Yes;B: Suspected Minor Injury;102492833;2008;20 - 25  MPH;Stop And Go Signal;Rain
No;C: Possible Injury;102493411;2008;5 - 15 MPH;Stop And Go Signal;Cloudy
Yes;B: Suspected Minor Injury;102493660;2008;40 - 45  MPH;Stop Sign;Cloudy
Yes;B: Suspected Minor Injury;102494821;2008;30 - 35  MPH;Flashing Signal Without Stop Sign;Clear
Yes;C: Possible Injury;102494955;2009;40 - 45  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102496301;2008;30 - 35  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;102496738;2008;30 - 35  MPH;Stop Sign;Clear
Yes;O: No Injury;102497148;2008;30 - 35  MPH;Flashing Signal With Stop Sign;Clear
Yes;C: Possible Injury;102500376;2008;40 - 45  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102500560;2008;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102500843;2008;20 - 25  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;102501214;2008;30 - 35  MPH;Stop And Go Signal;Clear
Yes;A: Suspected Serious Injury;102501329;2008;50 - 55  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;102501577;2009;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102501682;2009;30 - 35  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;102501931;2008;50 - 55  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;102501982;2008;30 - 35  MPH;Missing;Clear
Yes;C: Possible Injury;102503027;2009;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102503064;2009;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102503546;2008;30 - 35  MPH;Stop And Go Signal;Cloudy
Yes;B: Suspected Minor Injury;102504190;2008;30 - 35  MPH;Missing;Clear
Yes;C: Possible Injury;102504510;2009;30 - 35  MPH;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;102504576;2008;20 - 25  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;102504799;2008;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;C: Possible Injury;102505749;2008;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102506021;2009;50 - 55  MPH;No Control Present;Fog
Yes;B: Suspected Minor Injury;102507401;2009;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102507857;2009;20 - 25  MPH;No Control Present;Clear
No;C: Possible Injury;102510631;2009;40 - 45  MPH;No Control Present;Cloudy
Yes;C: Possible Injury;102510976;2008;5 - 15 MPH;No Control Present;Rain
Yes;B: Suspected Minor Injury;102510979;2008;30 - 35  MPH;Missing;Clear
Yes;C: Possible Injury;102511071;2009;Unknown;No Control Present;Clear
Yes;B: Suspected Minor Injury;102511262;2009;40 - 45  MPH;No Control Present;Clear
No;C: Possible Injury;102511725;2008;20 - 25  MPH;Missing;Clear
Yes;A: Suspected Serious Injury;102511732;2008;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;102512211;2009;20 - 25  MPH;No Control Present;Cloudy
Yes;C: Possible Injury;102513617;2009;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102514419;2008;40 - 45  MPH;No Control Present;Clear
No;C: Possible Injury;102514905;2009;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102515750;2009;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102515904;2008;30 - 35  MPH;Missing;Clear
Yes;C: Possible Injury;102515964;2008;40 - 45  MPH;Stop Sign;Clear
No;C: Possible Injury;102516340;2008;30 - 35  MPH;Missing;Clear
Yes;B: Suspected Minor Injury;102516535;2009;Unknown;No Control Present;Cloudy
No;B: Suspected Minor Injury;102516683;2009;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102516864;2008;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;102518755;2009;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;102519100;2009;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102520181;2009;30 - 35  MPH;Stop And Go Signal;Cloudy
Yes;B: Suspected Minor Injury;102520626;2009;5 - 15 MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102521402;2008;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102522857;2009;30 - 35  MPH;No Control Present;Clear
No;A: Suspected Serious Injury;102523045;2009;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;102523261;2009;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102523493;2009;50 - 55  MPH;No Control Present;Clear
Yes;C: Possible Injury;102523577;2009;30 - 35  MPH;Stop Sign;Cloudy
Yes;C: Possible Injury;102523704;2009;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102524871;2009;40 - 45  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102525841;2009;20 - 25  MPH;Stop Sign;Clear
Yes;K: Killed;102526145;2008;40 - 45  MPH;Missing;Clear
Yes;A: Suspected Serious Injury;102529481;2009;Unknown;No Control Present;Clear
Yes;O: No Injury;102529544;2009;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;102529647;2009;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102529814;2009;5 - 15 MPH;No Control Present;Clear
No;O: No Injury;102530438;2009;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102531040;2008;Unknown;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;102531788;2008;40 - 45  MPH;Stop And Go Signal;Clear
Yes;A: Suspected Serious Injury;102531802;2009;50 - 55  MPH;No Control Present;Cloudy
No;C: Possible Injury;102532218;2009;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;102533631;2009;20 - 25  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102534266;2009;50 - 55  MPH;No Control Present;Snow
Yes;C: Possible Injury;102534547;2009;20 - 25  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;102534942;2009;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;102535079;2009;30 - 35  MPH;No Control Present;Clear
Yes;O: No Injury;102535598;2009;Unknown;No Control Present;Clear
Yes;C: Possible Injury;102536196;2008;30 - 35  MPH;Missing;Clear
No;C: Possible Injury;102536468;2009;50 - 55  MPH;No Control Present;Clear
Yes;O: No Injury;102536602;2009;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102536657;2009;30 - 35  MPH;No Control Present;Clear
Yes;K: Killed;102536745;2009;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102538383;2009;40 - 45  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;102540651;2009;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;102541308;2009;20 - 25  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102542450;2009;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102542645;2009;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102543836;2009;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102543968;2009;20 - 25  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;102543996;2009;Unknown;No Control Present;Clear
No;C: Possible Injury;102545684;2009;50 - 55  MPH;Other;Clear
Yes;C: Possible Injury;102546684;2009;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102546920;2009;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102548390;2009;40 - 45  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102548742;2009;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;102548744;2009;40 - 45  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;102549464;2009;20 - 25  MPH;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;102549541;2009;40 - 45  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;102550795;2009;20 - 25  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;102551488;2009;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102552826;2009;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;102553755;2009;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;102553792;2009;30 - 35  MPH;Stop Sign;Snow
Yes;O: No Injury;102554247;2009;50 - 55  MPH;No Control Present;Rain
Yes;C: Possible Injury;102555364;2009;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102555934;2009;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;102556039;2009;20 - 25  MPH;Stop Sign;Clear
No;A: Suspected Serious Injury;102556396;2009;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102556775;2009;20 - 25  MPH;No Control Present;Clear
No;O: No Injury;102556834;2009;20 - 25  MPH;No Control Present;Cloudy
Yes;C: Possible Injury;102557656;2009;20 - 25  MPH;No Control Present;Clear
No;C: Possible Injury;102557829;2009;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102557942;2008;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;102557970;2008;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;102558213;2009;30 - 35  MPH;No Control Present;Cloudy
Yes;C: Possible Injury;102559233;2009;50 - 55  MPH;No Control Present;Clear
No;C: Possible Injury;102559550;2009;40 - 45  MPH;Stop And Go Signal;Cloudy
Yes;B: Suspected Minor Injury;102559817;2009;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102560160;2009;30 - 35  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;102560196;2008;5 - 15 MPH;Missing;Clear
Yes;B: Suspected Minor Injury;102560228;2009;20 - 25  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;102560330;2009;30 - 35  MPH;Stop And Go Signal;Rain
No;C: Possible Injury;102560588;2008;30 - 35  MPH;Stop Sign;Clear
No;O: No Injury;102560684;2009;5 - 15 MPH;No Control Present;Clear
Yes;C: Possible Injury;102561091;2008;30 - 35  MPH;Stop Sign;Clear
Yes;A: Suspected Serious Injury;102562148;2009;30 - 35  MPH;Stop And Go Signal;Rain
No;C: Possible Injury;102562433;2009;30 - 35  MPH;Stop And Go Signal;Cloudy
No;C: Possible Injury;102562541;2009;5 - 15 MPH;No Control Present;Clear
No;C: Possible Injury;102562690;2009;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;102562747;2009;30 - 35  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;102563221;2009;50 - 55  MPH;No Control Present;Clear
No;C: Possible Injury;102563284;2008;20 - 25  MPH;Missing;Clear
Yes;C: Possible Injury;102563390;2009;20 - 25  MPH;Stop Sign;Cloudy
Yes;C: Possible Injury;102563677;2009;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102564147;2009;40 - 45  MPH;No Control Present;Clear
No;O: No Injury;102566436;2009;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102566658;2009;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102566706;2009;30 - 35  MPH;No Control Present;Cloudy
Yes;A: Suspected Serious Injury;102567409;2009;20 - 25  MPH;Stop Sign;Clear
Yes;A: Suspected Serious Injury;102567582;2009;50 - 55  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;102568178;2009;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102569240;2009;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102569511;2008;40 - 45  MPH;Stop And Go Signal;Cloudy
Yes;A: Suspected Serious Injury;102570222;2009;50 - 55  MPH;No Control Present;Clear
Yes;O: No Injury;102570251;2009;5 - 15 MPH;No Control Present;Clear
No;K: Killed;102570573;2008;40 - 45  MPH;No Control Present;Clear
No;K: Killed;102570578;2008;40 - 45  MPH;No Control Present;Clear
No;A: Suspected Serious Injury;102570614;2009;20 - 25  MPH;Other;Clear
No;C: Possible Injury;102571753;2009;40 - 45  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102571809;2009;Unknown;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;102572001;2009;30 - 35  MPH;Stop And Go Signal;Clear
No;O: No Injury;102572344;2009;20 - 25  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;102573177;2009;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102573278;2009;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;102573753;2009;40 - 45  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;102573814;2009;50 - 55  MPH;Double Yellow Line; No Passing Zone
No;O: No Injury;102574805;2009;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102574946;2009;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;C: Possible Injury;102574986;2009;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102575435;2009;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;102576315;2008;20 - 25  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102576575;2009;30 - 35  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;102576666;2009;20 - 25  MPH;Stop Sign;Clear
Yes;A: Suspected Serious Injury;102576869;2009;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102577115;2009;50 - 55  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102577639;2009;40 - 45  MPH;Stop And Go Signal;Cloudy
No;C: Possible Injury;102577657;2009;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102577715;2009;30 - 35  MPH;Stop And Go Signal;Clear
Yes;K: Killed;102578311;2009;40 - 45  MPH;No Control Present;Clear
Yes;K: Killed;102578394;2009;50 - 55  MPH;No Control Present;Clear
Yes;C: Possible Injury;102579013;2009;30 - 35  MPH;Stop And Go Signal;Clear
No;O: No Injury;102579127;2009;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102579583;2009;40 - 45  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102580087;2009;40 - 45  MPH;No Control Present;Clear
No;C: Possible Injury;102580133;2009;20 - 25  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102580144;2009;20 - 25  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;102580292;2009;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102581124;2009;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102581135;2009;40 - 45  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102582089;2009;30 - 35  MPH;No Control Present;Clear
Yes;K: Killed;102582119;2009;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102582894;2009;30 - 35  MPH;Stop And Go Signal;Cloudy
Yes;B: Suspected Minor Injury;102582966;2009;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;102583584;2009;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102583834;2009;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102584095;2008;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102584138;2009;20 - 25  MPH;No Control Present;Clear
Yes;K: Killed;102584514;2009;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102584705;2009;30 - 35  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;102584972;2009;30 - 35  MPH;Stop Sign;Rain
No;C: Possible Injury;102584976;2009;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;102585176;2009;50 - 55  MPH;No Control Present;Clear
